First Name,Last Name,Gender,Age,Phone,Education,Occupation,Marital Status,Number of Children,Address,Caste,YojanaCardBenefits,YojanaCardBenefitsBankAccountLinked,YojanaCardBenefitsUniqueQRCode,YojanaCardBenefitsBookServiceWithHaqdarshaks,YojanaCardBenefitsSchemeApplicationSupport,YojanaCardBenefitsDigiLockerAccount,YojanaCardBenefitsOffersCashbacks,YojanaCardInterestedInYojanaCardStatus,YojanaCardFeatureBenefitInformation,YojanaCardFeatureBenefitSubsidySchemeInfo,YojanaCardFeatureBenefitAccessToBankingServices,YojanaCardFeatureBenefitYojanaKendra,YojanaCardFeatureBenefitHQHelpline,YojanaCardFeatureBenefitAssistedHQService,YojanaCardFeatureBenefitDigilocker,YojanaCardFeatureBenefitCashbackOffers,YojanaCardFeatureBenefitBankAccountInfo,YojanaCardFeatureBenefitOtherStatus,YojanaCardLoanInterestStatus,YojanaCardInsurance,YojanaCardUnmetNeedsHealthExpenses,YojanaCardUnmetNeedsChildrensEducation,YojanaCardUnmetNeedsMarriageSupport,YojanaCardUnmetNeedsBusinessSupport,YojanaCardUnmetNeedsNone,YojanaCardUnmetNeedsOther,YojanaCardInterestInPayingForYojanaCard,YojanaCardPriceComfortableToAvailYojanaCard,YojanaCardAcceptanceOfFreeYojanaCard
Daryl,Nelson,Male,66,980-3167-59,Post graduation,Production Engineer,Married,4,Kolkata,NT/DNT,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0
Luke,Morgan,Male,69,680-1592-48,Primary,Doctor,Married,4,Raipur,Prefer Not to say,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
Adrian,Hawkins,Male,64,946-4085-54,Primary,Pharmacist,Married,1,Raipur,NT/DNT,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1
Hailey,Moore,Female,66,245-3857-83,Graduation,Clerk,Married,0,Kolkata,OBC,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1
Abraham,Howard,Male,63,903-1718-56,Primary,Data Analyst,Married,3,Hyderabad,General,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1
Sawyer,Harrison,Male,68,010-6624-00,Primary,Lawyer,Married,3,Bangalore,SC,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1
Kimberly,Foster,Female,68,884-1772-15,Graduation,Pharmacist,Married,4,Kochi,OBC,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
Savana,Tucker,Female,70,175-6776-57,Primary,Clerk,Married,3,Bangalore,OBC,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1
Spike,Dixon,Male,64,371-8403-53,Post graduation,Software Developer,Married,2,Patna,ST,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0
Grace,Montgomery,Female,66,468-7425-30,Primary,Data Analyst,Married,0,Raipur,ST,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0
April,Bailey,Female,60,154-4257-22,Secondary,Mechanic,Married,0,Lucknow,NT/DNT,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
Albert,Stewart,Male,62,710-8388-23,Post graduation,Civil Engineer,Single,3,Kolkata,NT/DNT,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1
Dexter,Allen,Male,67,617-3110-29,Secondary,Doctor,Single,2,Raipur,NT/DNT,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0
Sabrina,Alexander,Female,65,357-5812-04,Graduation,Pharmacist,Married,1,Mumbai,OBC,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0
Sofia,Kelley,Female,62,354-5450-56,Post graduation,Plumber,Married,4,Kochi,ST,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
Sofia,Barnes,Female,67,174-7580-54,Secondary,Teaching faculty,Single,4,Patna,Prefer Not to say,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0
Lydia,Ross,Female,63,819-2114-07,Illiterate,Data Analyst,Married,4,Chennai,General,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1
Vincent,Tucker,Male,60,725-8166-48,Secondary,Accountant,Single,3,Bangalore,OBC,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1
Owen,Kelley,Male,63,369-0692-31,Primary,Plumber,Single,5,Patna,Prefer Not to say,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0
Sarah,Henderson,Female,63,773-0871-03,Primary,Architect,Married,2,Bangalore,SC,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
Reid,Foster,Male,60,674-4090-03,Illiterate,Production Engineer,Single,3,Chennai,Prefer Not to say,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1
Elian,Kelly,Male,64,055-9442-64,Secondary,Civil Engineer,Married,2,Bangalore,OBC,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1
Steven,Anderson,Male,60,154-9742-59,Secondary,Teaching faculty,Single,3,Chennai,General,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1
Amelia,Martin,Female,68,303-5622-13,Post graduation,Accountant,Single,3,Hyderabad,Prefer Not to say,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1
Frederick,Watson,Male,66,186-5913-04,Senior Secondary,Business,Married,2,Hyderabad,NT/DNT,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
Alen,Hunt,Male,69,906-4949-66,Secondary,Data Analyst,Single,5,Kochi,OBC,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
Cherry,Kelly,Female,60,463-6451-41,Illiterate,Teaching faculty,Single,1,Patna,NT/DNT,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0
Marcus,Douglas,Male,61,850-1850-85,Primary,Software Developer,Married,3,Patna,ST,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Stella,Miller,Female,62,781-5331-26,Post graduation,Data Analyst,Single,0,Hyderabad,General,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1
Aida,Evans,Female,64,288-8227-15,Senior Secondary,Data Analyst,Single,3,Raipur,ST,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0
Tony,Murphy,Male,70,917-8570-05,Primary,Police,Married,2,Hyderabad,NT/DNT,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
Robert,Grant,Male,70,967-0786-84,Senior Secondary,Clerk,Married,5,Chennai,OBC,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1
Jenna,Hall,Female,78,056-7815-75,Secondary,Doctor,Married,4,Delhi,SC,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0
Byron,Douglas,Male,80,752-1163-28,Senior Secondary,Plumber,Married,0,Chennai,Prefer Not to say,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1
Cadie,Higgins,Female,80,584-4498-43,Primary,Data Analyst,Married,0,Bangalore,SC,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1
Justin,Stevens,Male,78,516-7728-33,Primary,Mechanic,Single,0,Hyderabad,OBC,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0
Marcus,Gibson,Male,74,722-4133-72,Senior Secondary,Mechanic,Married,0,Chennai,OBC,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0
Michael,Hunt,Male,80,717-3839-64,Graduation,Production Engineer,Single,4,Bangalore,NT/DNT,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1
Tess,Johnson,Female,71,440-6189-19,Secondary,Production Engineer,Married,5,Hyderabad,General,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1
Samantha,Murray,Female,75,593-2128-24,Graduation,Software Developer,Married,2,Mumbai,NT/DNT,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1
Adison,Murray,Male,73,427-6992-53,Secondary,Police,Single,4,Patna,SC,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0
Ellia,Taylor,Female,72,431-0733-57,Post graduation,Business,Married,2,Kochi,ST,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1
Garry,Henderson,Male,71,561-4685-67,Senior Secondary,Accountant,Married,4,Lucknow,ST,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1
Richard,Myers,Male,78,837-4112-60,Secondary,Accountant,Married,5,Delhi,SC,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0
Rosie,Cunningham,Female,80,949-3758-38,Senior Secondary,Software Developer,Single,4,Hyderabad,ST,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
Adrian,Murray,Male,76,642-2319-94,Secondary,Doctor,Single,3,Kochi,OBC,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0
Catherine,Brown,Female,71,715-3874-55,Graduation,Mechanic,Single,3,Kochi,OBC,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1
Vivian,Howard,Female,70,533-4478-36,Post graduation,Civil Engineer,Married,0,Patna,General,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1
Tony,Owens,Male,74,702-6029-55,Primary,Pharmacist,Single,2,Kolkata,SC,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1
Oliver,Reed,Male,74,087-6405-14,Illiterate,Civil Engineer,Single,0,Bangalore,NT/DNT,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0
Adelaide,Myers,Female,75,027-9850-34,Illiterate,Architect,Single,4,Patna,ST,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1
Eleanor,Jones,Female,77,337-6679-73,Primary,Accountant,Single,5,Bangalore,SC,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0
Luke,Evans,Male,73,888-7365-80,Graduation,Business,Married,5,Delhi,General,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0
Owen,Mason,Male,74,977-1380-10,Post graduation,Production Engineer,Married,0,Kochi,Prefer Not to say,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0
Savana,Foster,Female,70,423-0980-71,Graduation,Accountant,Married,5,Patna,SC,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
Arthur,Phillips,Male,74,482-1428-54,Graduation,Plumber,Married,4,Kolkata,SC,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
Reid,Watson,Male,73,840-5298-75,Post graduation,Civil Engineer,Married,3,Delhi,SC,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
Sawyer,Harris,Male,71,612-9397-73,Illiterate,Lawyer,Single,3,Kochi,General,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1
Ada,Payne,Female,72,728-5092-33,Graduation,Pharmacist,Married,3,Kochi,NT/DNT,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0
Sophia,Stewart,Female,78,218-3478-76,Primary,Pharmacist,Married,2,Chennai,OBC,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0
Belinda,Scott,Female,76,929-9235-32,Primary,Clerk,Married,1,Kolkata,NT/DNT,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Heather,Rogers,Female,80,731-9207-32,Senior Secondary,Accountant,Married,3,Hyderabad,SC,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1
Luke,Grant,Male,76,161-5792-83,Post graduation,Production Engineer,Married,5,Hyderabad,General,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Hailey,Perry,Female,80,323-6440-88,Secondary,Plumber,Married,3,Raipur,SC,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0
Eddy,Alexander,Male,77,218-4442-99,Graduation,Teaching faculty,Married,3,Kolkata,NT/DNT,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0
Martin,Carroll,Male,70,029-2751-20,Secondary,Lawyer,Single,3,Patna,OBC,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
Amber,Ferguson,Female,78,637-5025-56,Illiterate,Accountant,Married,5,Lucknow,ST,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1,0
Alen,Dixon,Male,79,070-0728-24,Senior Secondary,Architect,Married,2,Lucknow,General,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1
Jack,Brown,Male,76,578-7032-58,Secondary,Teaching faculty,Married,5,Bangalore,Prefer Not to say,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1
Melissa,Carter,Female,73,520-2781-44,Post graduation,Accountant,Married,3,Bangalore,SC,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0
Miranda,Reed,Female,76,487-3693-67,Graduation,Mechanic,Married,0,Chennai,NT/DNT,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0
Dexter,Mitchell,Male,78,583-7874-92,Primary,Business,Single,4,Hyderabad,ST,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0
Alexia,Thomas,Female,75,200-1318-89,Senior Secondary,Data Analyst,Single,2,Kochi,NT/DNT,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1
Maria,Cameron,Female,79,561-0792-84,Graduation,Teaching faculty,Single,4,Mumbai,ST,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
Annabella,Watson,Female,79,904-4948-56,Graduation,Accountant,Married,1,Kolkata,General,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1
Kevin,Gibson,Male,73,746-5344-68,Graduation,Doctor,Married,0,Mumbai,ST,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1
Tiana,Craig,Female,74,218-0757-05,Graduation,Clerk,Married,4,Lucknow,OBC,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1
Ned,Cooper,Male,79,378-5232-66,Graduation,Software Developer,Single,1,Raipur,Prefer Not to say,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0
Alan,Myers,Male,75,086-1305-12,Senior Secondary,Doctor,Married,3,Kochi,Prefer Not to say,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Justin,Farrell,Male,71,669-9255-54,Illiterate,Business,Single,2,Kochi,NT/DNT,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0
Albert,Ross,Male,79,158-5043-71,Post graduation,Plumber,Married,1,Mumbai,SC,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1
Adam,Hawkins,Male,76,615-7236-78,Post graduation,Architect,Single,4,Lucknow,SC,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1
Max,Scott,Male,77,540-8058-06,Graduation,Clerk,Single,5,Patna,OBC,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0
Abigail,Murphy,Female,72,318-4001-05,Primary,Civil Engineer,Single,5,Raipur,Prefer Not to say,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0
Melissa,Murray,Female,73,906-3968-20,Senior Secondary,Accountant,Single,1,Hyderabad,ST,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1
Daniel,Carter,Male,73,578-4361-58,Illiterate,Police,Single,1,Bangalore,OBC,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1
Sawyer,Fowler,Male,74,258-8592-49,Illiterate,Pharmacist,Single,5,Mumbai,Prefer Not to say,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1
Justin,Smith,Male,79,578-5582-39,Post graduation,Data Analyst,Married,5,Patna,ST,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0
Sam,Fowler,Male,76,792-5694-10,Illiterate,Teaching faculty,Married,0,Delhi,ST,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
Abraham,Campbell,Male,77,395-7454-43,Secondary,Civil Engineer,Married,2,Lucknow,OBC,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1
Roland,Montgomery,Male,80,378-5582-33,Graduation,Pharmacist,Married,0,Chennai,Prefer Not to say,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0
Charlie,Mason,Male,72,983-6184-18,Graduation,Plumber,Single,5,Bangalore,ST,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1
Grace,Davis,Female,78,267-8236-83,Secondary,Accountant,Married,3,Patna,SC,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0
Ada,Murphy,Female,70,797-4070-98,Primary,Civil Engineer,Married,2,Kolkata,NT/DNT,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1
Adrian,Thompson,Male,76,088-8552-56,Primary,Mechanic,Single,1,Delhi,NT/DNT,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1
Honey,Murray,Female,76,252-9319-19,Post graduation,Police,Single,0,Kochi,OBC,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1
Sarah,Martin,Female,72,649-6946-47,Illiterate,Architect,Married,2,Kolkata,SC,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0
Adrianna,Cameron,Female,70,379-3213-17,Secondary,Mechanic,Married,3,Delhi,Prefer Not to say,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0
Annabella,Farrell,Female,78,138-7328-26,Illiterate,Data Analyst,Married,3,Patna,Prefer Not to say,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1
Camila,Armstrong,Female,75,861-4963-84,Secondary,Software Developer,Married,5,Delhi,SC,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1
Richard,Sullivan,Male,72,423-4721-48,Illiterate,Mechanic,Married,3,Kochi,ST,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
Patrick,Harrison,Male,79,633-4693-61,Primary,Mechanic,Married,5,Hyderabad,NT/DNT,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1
Dainton,Sullivan,Male,78,052-5302-13,Graduation,Production Engineer,Single,3,Hyderabad,ST,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
Daisy,Davis,Female,73,088-9316-76,Senior Secondary,Teaching faculty,Married,5,Lucknow,SC,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0
Spike,Turner,Male,71,474-5723-59,Primary,Mechanic,Single,2,Kolkata,General,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1
Adam,Brown,Male,76,422-0897-28,Illiterate,Police,Single,5,Chennai,Prefer Not to say,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
Natalie,Harris,Female,71,741-7302-78,Secondary,Architect,Single,5,Raipur,Prefer Not to say,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1
Maya,Jones,Female,80,964-6371-05,Senior Secondary,Business,Married,4,Raipur,SC,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1
Jacob,Carter,Male,73,688-0479-39,Primary,Lawyer,Married,5,Lucknow,General,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1
Kirsten,Douglas,Female,72,694-2145-65,Illiterate,Accountant,Single,2,Chennai,NT/DNT,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
Ryan,Scott,Male,77,810-5946-64,Senior Secondary,Software Developer,Married,2,Lucknow,NT/DNT,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Anna,Wilson,Female,74,383-5390-68,Illiterate,Lawyer,Married,4,Hyderabad,General,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0
Oscar,Reed,Male,78,229-6177-11,Primary,Teaching faculty,Married,4,Patna,Prefer Not to say,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0
Fiona,Hill,Female,78,707-9646-61,Illiterate,Plumber,Single,4,Patna,OBC,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0
Mike,Henderson,Male,77,624-4008-03,Secondary,Accountant,Single,2,Chennai,OBC,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0
Camila,Allen,Female,75,145-5647-96,Graduation,Production Engineer,Single,2,Chennai,SC,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1
Robert,Crawford,Male,80,706-6011-77,Post graduation,Civil Engineer,Single,4,Delhi,ST,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1
Sarah,Scott,Female,79,466-0081-49,Graduation,Architect,Married,1,Mumbai,General,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Spike,Casey,Male,70,690-9222-90,Illiterate,Accountant,Married,2,Delhi,SC,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1
Robert,Kelley,Male,73,789-0407-21,Post graduation,Data Analyst,Married,1,Patna,Prefer Not to say,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
Alen,Thomas,Male,72,907-4911-18,Post graduation,Data Analyst,Single,5,Lucknow,OBC,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1
Darcy,Scott,Female,78,058-4745-61,Secondary,Software Developer,Single,2,Mumbai,NT/DNT,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0
Kimberly,Wright,Female,79,645-3756-21,Primary,Software Developer,Married,0,Raipur,ST,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1
Walter,Mason,Male,80,550-8429-64,Graduation,Teaching faculty,Single,4,Kochi,SC,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0
Rosie,Barnes,Female,80,854-8583-61,Senior Secondary,Software Developer,Married,5,Chennai,NT/DNT,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,1
Paul,Mitchell,Male,77,723-8568-80,Illiterate,Police,Single,1,Hyderabad,ST,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
